"addr","balance"
0x01d2aa1aa44de33c5956be7bfb4638d092ebc949,37
0x0766a2652f02109f3023658d4e0a18f208a6fe7e,113
0x197dd51da34fe1a1e2a14fd436a9d18a48ce3197,150
0x1ff46e1020521960a8a92f883429ecad54c11568,47
0x239c76010d58ae0c921d9985b4a10cf38c71ef25,76
0x2ec375485a5f0ef1845fd11f3201952622eaa047,135
0x546f96f046b42f51abb1872bf8b8455587a88098,90
0x558ec09774bccd6c5f5f3319ee1a181031b54fbf,63
0x55cb1844749f8d7d49f76ab7c27c734b3f3ef57b,74
0x66b426b33c053333f2729d4caf9ce2972a8c503b,41
0x7723e9c793cb628780a0621ec1f25ee803d0b6be,47
0x7ac546f2ed3f0b7a7b928735e339578767d43962,49
0x91218473584e3ad1188cb83e440a2bf67b4de8a3,1333
0x9b739a80f77730fd2cd1d9209d29ddf1955ef10a,91
0xb50952cb518a4a6d920f921e820ae433e8e3b457,61
0xb6303f9a9640f91f0295451c08f189c2e487cb90,112
0xd938c0e76a42188dfaeb5e4b7f4b2cbabfa94ebd,39
0xdb694180b5b9d0d47434240b28412d6e8e4f5c99,10000000
0xf9103f8f04a2810b29c81e80bfd7e4b5e8a23035,119
0x09c52f4ad83292610f3de29e66969cdae1e8213d,35
0x0cd2e44672ad00d86cf73a46b141a64159a1f2cc,36
0x0d473ec1237e553a7b11ecacc2924314256b239d,36
0x3454ff277473baeb0a30df5d3b0a945204e13cb3,89
0x378639f53f561334bb2db7241c8cb2bc48f9dec6,47
0x3ee1461d29ab044d619a3ef13d30bea5e1959db9,30
0x49d1ea26caf6b6996ed4633e0e977197f59e5902,39
0x7cc74bd98a66e7840d7fb91c0b7b2bb3d2e69787,141
0x8e7ac14ec2d8ade88b397699d70f738c845f63a9,133
0x963c8c12d8d7a4cf07dccaf7d4f83b1f7b7605bf,52
0xa5c142901bb8190f8a38796aaacc77fb74174679,42
0xb0de63d9027b6fc598a3a3653f582a8c80ae9c3c,37
0xb27deb9578d0ac98bfb0507abb9064a8c1779e4e,41
0xc0b1384f0e7a99959f4bca150ccc46b60ebba4c3,102
0xc322e9716b0e08826e7d47ebe387d1eee852a2ea,40
0xf1781f80b6c0c463a222bf8ad411b565ba0296bd,37
0xf2d72df80a430eaa68a982d0226fdf34e1a0df9a,195
0x1b8feadfd3c46dc75d77dd1d19113df6621e0ac9,51
0x293b69301197b94295aea9bcf41afa0b7e492e75,49
0x2fc985ea746d09326f8292ad35af98724aadb35f,55
0x4ddfef848dbe75227def40f8e61a464f03bce34f,38
0x69c8fd6217cce55eeebc5798c7415a018afff54a,121
0x8391dc3e1d7ac52146d8ad3a15b3dc8d90f214f8,39
0xac6bdef2e714119777fad8623af458fa6615bb13,62
0xaebd7b088e7b64844310e0f64ace6e0533d92821,58
0xbd1e5b32cc19994b0fc37f3167c092acbafdfff2,42
0xc7e17bd5e932ab4f935cb63cdd5e0833ccca64be,37
0xca39c3f0942c236269f6b95fa88bade858276a7f,52
0xd095b2a4568a026be74bd95c81d2d17b95fc4d07,35
0xf0eec272c78713e0a33a3143acee321b92bcc625,43
0x3cd01a52a228a0c3ec3430447943077eba7fcd5a,131
0x3d93c750a121a4842834a6eda32cc008fe0ee198,37
0x70a0589c3a87a86722211a0d8c40af582c4f987e,55
0x7d3dc1a5af5c1ca522da3422776239fe85bbfff7,437
0x7f1f836bd2330963797fdf46b757877061d37646,51
0x7f69ca813602245da1748d548dee69bf795df8af,121
0x80338616748adfb9e268d514deef690464078e64,123
0x822473075756a5196c4ff6cd41f314ffb78cca83,125
0xb26e56b67a780d8b99d74da60e6258f852c0dbc6,58
0xe1ff5e08d2f759cd1f4788b2c3cb35eb96f1c1d8,125
0x08679e05842cbcb208cad22bde421fe75e5b41b4,38
0x09bf8a86984ab628df43a457e2b4f8ffb3802e38,14961
0x1ca89e1c7232e7ffaa3c1bb063882b8258b1c1ed,39
0x2664f0e2b635941f573a83d43cb2ba6dc2a58440,41
0x3a8d3e807732d702d7e62af32c6128ced7a41aa7,39
0x40a159a679a53e48d148b78cd7ebe01ac6be67c1,42
0x64b3170cfc1066026352628bfa8c293f8bc7ee9e,37
0x67ec17aec792443019264d35d59eecbfc133146e,42
0x6a940e72ee7dda52b69aba91ac3c63fe96bfa473,118
0x73419b63b0fa42e931624b18b6a94f81b2fe2e22,123
0x962762f65e2f304327c0d651033955d84cf57525,44
0xb7762e07a61008adeaefe5908a9926b783acfa27,78
0xbfc973cf2a34460b0cc3fb61ad2d8a3751c2fb00,135
0xc9edf84568202145f1249caa8e6249dc8b690175,150
0xe1cdbcaee3a12cf1880583ee003f8e9958fe6394,130
0xf012f380d766c389e0333b40fcf10f01688d7149,39
0x04973ec652f508bcd2d586a5e1bc7e40054bfb6d,139
0x12827642e50c77d45cb012c2a73345a2d59549ff,36
0x1673973a51ab96784bb78a8b7091ad215e80c0fc,89
0x20bf5bc6546f2b91866d15054839ad8c789d49c9,37
0x433711451084787a80c96354bbe7ca7696ab2338,67
0x4c13c1a88bc4f70364cb3a3ba0380ec729f156a5,38
0x8610eea18fb3ddf5d5ea1dcd0a943ab8a7ff2685,42
0xb47ddd69508e18914122e060938e1c4ae435a89a,47
0xb79f91d4dd9ab38793cded541b76e902ba5a2515,130
0xbd9398345145e48174b7c25cacb1136d1a437998,36
0xc0805d5797cb9317cf2b4f52f41f26bcd21c151e,47
0xcfeb4a5c3a5037fbb2eab5f6692723c2320e06a1,41
0xd46484aecf883e9450f2d848c36bc878fb368fc4,57
0xdc9b9ddbfe3cd14cb81aa72170ff98e22811c875,139
0x25f8b8efe3c9d22881abe51e727be59a4b5c2460,51
0x3db2ef4562ee0296c3d4fdbd5b8c65f186fdbb53,47
0x41047a46b73b1c98cc919b4649cb56a48965e682,133
0x42a2c42319174811f62099126d484cd8916d1a49,227
0x434b1ab280101faa0144d326e17ebb57e83337d8,43
0x46f92f703451848fbd9581024de75e76b168fec0,53
0x613d142cd920d7b234f15df1b1aaf34a002bb80e,39
0x6182a80650fa10bb70cd4fa3ccb7e839b0bf9545,188440000
0x80977623bc5f848aa2c17cd1a568893faa9c797d,41
0xaa93b32be972cbe568392bef746b7ca031c1ea95,51
0xd2cd9ec4d9a94f16479e56bd611bc6042a233bf0,41
0xe226c9eb186f84f123826e356124e48561ec004d,145
0xe779f5d54b6aaeffa0e395054c6937757b27d9a7,45
0xf82cd9a6b915f9d3304f3b63d32b52a21dd02d27,42
0xfd3f629b1204ffc729e34d90740b0cd86cef89d6,56
0x034194bb582a31657288352199dec3682e4a75ea,36
0x041b58c1d962e56052928a4ae768c24022363957,131
0x28938f2ad9cd56fc72a2f3e72b8d50afaaddb902,94
0x3520fb7e502452edc8154ade506924c3ac4f5d3c,14845
0x3bccc60ee33728e74d2dc7ec5baec378507d6d8f,38
0x4a2e0226bfa0ff93d88bd7ae64ccf78964f6e798,134
0x524ebf64ee45d333f602bd046389bc2c12e23f91,37
0x54c51e4f2abd180856f7b1255ee79fbaf815d4ec,71
0x566f25b6895cec6d0d6f1d08b0495020d3aa7ba4,48
0x6a5c9f4cc046d0ffd440ec9976823a3993ba76e7,51
0x6f8a531d2de24de1aa2d830258e32849eed542ee,35
0x7684f519bb1643e6359b45eb89ad1dc08dd0d6ad,111
0x8aa982601c9eec20a0e0050e5e86836c9da9f94f,228
0xb545d42f45a53bc26ed9ec3ec9837a89872603dd,40
0xb79003dde06643eba29d040da5f8b595c44bb59a,95
0xbd33867080fcb11639faf21534b34201e7a3c2b2,9
0xc3bb9328b93bfb52156c25fe9d41345edd7b0148,52
0xc73fd7a20408358e44f94c9b381916125a575faa,41
0xc9f60c3f46474a2f0ac986d66d7e543423e1ae7d,57
0xd731cb89fe735997323af44febaa84abc279f60a,39
0xdce46109c6872145ba6eb7faaeeaa8fec010e961,143
0xe6c2351868b9270a08602f995a16d18d08d0715d,40
0xed1dc614427e6a7c704357cdcb1a8c9647bef7b5,42
0xf08383e069fac52cd577b7ba7e1db8c143728d6c,53
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,2962901
0x00e844f86378afb84926a6370f4449999d6f958d,41
0x0b6045661fe2540d033b550063467fb9cfd1a671,45
0x1f734c14218b1f03ecd89029d61602a658666782,41
0x3cdc831d04d57032ccaa0b8908b571ff8b82918d,47
0x49ab81f26102eb4b4a7852082ba2424789c04da1,61
0x5a61f00c7514a1523759be59647dbe767addd6e3,38
0x6df1064122d0daef09848ecb0fff1ae9a47c1764,111
0x77efe04437065c7875368613e29cd2fb3f973caa,39
0xaeb2c1448c78f090a7f8c95d8ca2e3d28e79e56a,60
0xbd3433a2427b3cb034315873f943d8b47dcf2a20,36
0xbfef5659c3f256525f868134d7eb18203ff86d21,49
0xc3bcdbe5ab259035d33f91583288e01fdd6cbe39,49
0x023d7ec7def9775b58eb3b9d259cd079b756d85d,110
0x0832fb142de61ebeaccb614669284b0754110eb0,104
0x101d917351891797ea86c410718532eb505419d2,72
0x2b884f1009cd9e4d3cdd64e73aa6eb346682dbd0,35691
0x53379059c35863e674bf2d7c327673dccce5c7bd,45
0x613a10ee8cd426f46f05c5461629bdd3f0519d46,59
0x8341d0bfb587160ac59a7ea87b6342d074b2c02c,44
0x8fb3391ecec3c3946ac5fad726be33acaee54c9b,116
0x9ca0fc5139d9dcd0e02f57b8daf2c6748d59e821,435
0xb84a11d6be85688189606a54e51b7caab188efcc,86
0xc983c6bc8ea09295c0b1ac8fa39dd8502fdf5241,53
0xd5f707e7669a08f5781f51ee5e498358d0b114a8,115
0x04c76d2039065cc1747a848e2b4dc400951240ea,49
0x05dedc4e70667660d5adb41444e647dad2cdbdc6,47
0x0c79505003d31d19763917fb94a38b0cb498d5b9,77
0x36e2289dd505151bb380ba67cd4bc34f3a3966ff,1129
0x4b83251650c4a77a387388fb1ceecaf4d3d99dc2,122
0x4d39bc343634a300e609c0efac9d83d5c20c872f,59
0x50127950daee3627b2eb5f4d2d7c865c6157917b,45
0x545f1bb26f47980ecb56831a683a9f9919dbc96b,1600000000
0x58dbc425471e514fca4d45ff6ee45c998ca7ec59,51
0x91e36dd07a4116d72fa092df69c9e4775cb196c2,69
0xb2218a84831785b613a3e3148eb18d4752dd6184,222
0xba9b3176e75860f9aba3622236d1773d27dc8131,76
0xde6b0e91d7e4191afa7e3ea4cd0f2e7101138072,138
0xe2593a441ad6a7c388b6ac69347997e8485294d6,35
0x0369d3a46b0487d4d6bb2c83f10ce608ab324cbb,40
0x13b59ab16285358eecedbb48bac9acba1ba35e34,39
0x23d93d4b309cebb6371bb26f004a224cf216213f,86
0x518c620de8ebc59b60d9f8264478ef190b9257ab,37
0x6067199a7afaa72901dfb05180cd5bba482e8076,35
0x7ff07d17327547535d85300745f6f82a44ce360d,134
0x87a72c56bf37ae5109cf2302b750af023b43a940,44
0x8e8a25aecd00cbb8a6fcfce661aac0748157589b,119
0x914d679390eae653fa25045025f66556350fc126,39
0x973f58a34b765e465507e95915851ab04f64ff40,36
0xab483cf5f92938cd27d3eea7e1d8accd7ea7ffac,45
0xacd853e5d4e07fc7a86c884e6e2dc3865c3b73bf,106
0xb4e428f2a3f52cae3f7bcb36d98574edd61d7c4e,38
0xb8d152b21c0144394955ea701adcc6b582e751c4,136
0xbd688e7d2127bcfc8e59829aa9fdcd2f7a6b2e40,96
0xcfe594ec30b14d096ba0b6b4cbc370a0dc72c531,47
0xfe9fb45b58e955a1ca155fa8574db2575e84fd69,313
0x161c4c1adbc034e466d6e6074f6536f64d138ad4,10
0x1748528dd8b6b1c3d01cbe530f4f1f424ecdd293,80
0x1ea241fc843aa315557638d0fb6b28c8df1c2bc3,149
0x2a57d12845ea15e7f9524917d13de9b9ab26a025,62
0x3e009737d719231568ff386ddf7ac301df8a826a,43
0x3fea9458f5c242bc297a15b20f7448e65da65ad7,92
0x4f5dcab6bc518152eacb0cb997635eaffec803f4,140
0x5071414676596874a0d32b4fd749ed5fe5dd4736,129
0x7d3eafefcc1c592094e47eed7a0303a1c4e388fc,51
0x84f715cd1df4e4c7cbc69d1dfc98a8304b2f9d78,150
0x937e15090d4f0b495a772dfc3c386c77bb316ab2,119
0x9e809ab55b8319495049ccfef450f78dc4a6bf65,44
0xb2cf825f284a3102e117fc1a0c0a7678252d6b4c,144
0xbd8939ba8720885dab1bf8f68295ce44ead2b79d,35
0xbe5b19f36982f4c5a5d6f3ed6c24c869eaaf7e08,60
0xeef4bd8cc2dd61171149ab6afa8fecf6780dff19,53
0xef931ca85740dc8cb0fb1a882dc6ebcd327251b1,110
